,id,author.name,text,created_at,protest,tweet_type,predicted_label,score
81344,1589601444969472000,diemitdemkrisenstabheult,Das Bundeswirtschaftsministerium stützte die „Letzte Generation“ mit Fördergeldern https://t.co/i5y9yIKaTY,2022-11-07,lastgen,retweet,other,0.781053364276886
11538,1573202680884912129,The Climate Champions Club,School strike week 214. #FridaysForFuture #ClimateStrike #PeopleNotProfit https://t.co/D54mrJVxoW,2022-09-23,fff,retweet,other,0.7477781772613525
60625,1600741927535935488,Katharina Münz [die mit Wikingern im Herzen],"Die Leute von #LetzteGeneration sind Opfer einer Angsterkrankung. Sie einfach ihren Wahn ausleben lassen, kann kein Weg sein. Psychologen sollen gegen Phobien helfen können.",2022-12-08,lastgen,retweet,other,0.6018935441970825
12075,1571971323580088326,Planeteer Alliance,"Robert and his family will STRIKE this weekend to raise awareness about the crippling climate change affecting his city of Toronto, Ontario, and all over the world.\nRobert + other Planeteers are striking for a solution!\n#FridaysForFuture \n#PeopleNotProfit\n#GlobalClimateStrike https://t.co/OfODqYFJi9",2022-09-19,fff,original,other,0.8906108140945435
17275,1555519776495177730,Weber,@Luisamneubauer Ich warte immer noch auf den Aufruf 50% des Taschengeld es zu spenden um einen FFF Energiepark zu gründen! Auch auf den Verzicht von instagram und Co. Also dies extremen Co2 Schleudern! Immer die anderen ihr seid langweilig.,2022-08-05,fff,reply,other,0.8807516098022461
17778,1553093973731954688,HAMONET Jean-François,2000 billion US dollars will not replace the importance of water for humans. @Min_HydroRDC we can't drink oil. @Evebazaiba @PatrickMuyaya I say no to the sale of new oil blocks in the DRC. #27BP3BG #NoNewOilBlocks #BiodiversityNotOil #FridaysForFuture \n@Riseupmovt @RiseUpMovDRC https://t.co/2gGf45Lfx4,2022-07-29,fff,retweet,other,0.7766807675361633
1791,1599516808695844864,Arik Ring - Energy Engineering Expert,"@TheRealNumber6 @RisePDX @Jackthelad1947 @pegb_ @SaleemulHuq @raduede @Tecgale @MarianSmedley @kirillklip @MLCzone @NPSusa @iwantmynbn @sddphoto @JukkaPSeppl @lillith6 @markburgerenerg @ProfStrachan @01000011CS @dannyksfun @NJdoc @a_fly_guy @suekhi @EarthAccounting @JJ_Angelus @Grondavia @KAdnoub @7adair @kcorr54 @jurylady5 @Totalrecoverys1 @AnneKepplinger @ChristineMilne @ECOWARRIORSS @OrbPlanet @SOLARLIFE @DrJDrooghaag @energyisle @GeraldKutney @devindthorpe @AmazingChevVolt @KathyGrants @JunagarhMedia @DawnRoseTurner @chuddles11 @BSuhic @suestroud @JodiKoberinski Growing Plants &amp; Clean #Solar #Energy Simultaneously\nYou've Got 2 ❤️ AgroVoltaics!\n\nPls Share, Thanks\n\n#ClimateAction #Carbon\n#Sustainability #SDGs\n#FridaysForFuture #DemVoice1\n#ClimateCrisis #Renewables #CO2\n#Tech #COP27 #ClimateEmergency \n@PawlowskiMario @HarassNoMore @Eesy20 https://t.co/m8qJSUVnr6",2022-12-04,fff,reply,other,0.8967134356498718
5078,1585585705195298816,Bhavik Nalin Shrimal,Good Stocks available at Discount to 52 Week Highs. \n#PiramalEnterprises #Solara #Tanla #Zensar #Zomato #IEX #MangaloreRefinery #MetroPolis \n\n#Fintech #PreIPO #Unlsited #UnlistedShares #FridaysForFuture #GreenNewDeal #Stocks #BSE #NSE #Sensex #Nifty https://t.co/YZds9cv9lP,2022-10-27,fff,retweet,other,0.9289049506187439
63556,1599425080529862657,Weirdiot Sandwich,"Ich habe den Eindruck, dass vielen (Medien) die Dimension des Innenminister:innen-Beschlusses zur möglichen Einstufung der #LetzteGeneration als „Kriminelle Vereinigung“ nicht ganz bewusst ist. Deshalb ein 🧵 1/8 https://t.co/GpBwu8L127",2022-12-04,lastgen,retweet,other,0.7372115254402161
15824,1560574501137555456,Bahandagira dixon,School strike for climate action #FridaysForFuture #PeopleNotProfit https://t.co/LBTZxdIlOK,2022-08-19,fff,original,other,0.6442249417304993
54276,1603031816541290496,Klaus Michael Baesel(Benjamin-Reader),Gibt es Verbindungen zwischen @wef/@ProfKlausSchwab und @AufstandLastGen?🤔,2022-12-14,lastgen,original,other,0.8969123959541321
86386,1588254978711646208,Wolf Stark,"@andreasdotorg @Lambsdorff @AufstandLastGen Ich rede ausschließlich über diesen Fall, weil er das Thema ist. Andere Fälle sind Off-Topic. Warum über die Stauursache? Weil keiner andere Elemente der Kausalkette verteidigt, da brauche ich also nichts zu zu schreiben. Und Rechtsstaat und Grundgesetz sind mir nicht egal.",2022-11-03,lastgen,reply,other,0.9852213263511658
47267,1607114198651215877,El Jorge,@geparched @AufstandLastGen Was ist denn eine bessere Alternative?,2022-12-25,lastgen,reply,other,0.8227668404579163
17449,1554803305112535041,fairy,#FridaysForFuture #divest #endcoal #YouthStrike4Climate #schulstreik #VolksbegehrenArtenvielfalt #rettetdiebienen #ClimateEmergency #hambibleibt #hambi #climatechange #ActNOWForFuture #Newgreendeal #GretaThunberg #climatejustice #ClimateStrike #ExtinctionRebellion\n#AlleFuersKlima https://t.co/zYS0OafTIy,2022-08-03,fff,quote,other,0.8541873097419739
56344,1602662676961890306,VMtronic. @michelberger@bonn.social 🇺🇦,"@realTomBohn https://t.co/QxwiuYedfk \nBei der #LetzteGeneration finden sie Plakate und Kleber. Ziemlich genau dasselbe, ja?",2022-12-13,lastgen,quote,other,0.536541223526001
49946,1605657851132841995,Olaf Sundermeyer,"Heute wäre eine gute Gelegenheit für Redaktionen gewesen, beispielhaft die Strategie des „kalkulierten Skandals“ der @AufstandLastGen zu erklären, über die sie sehr erfolgreich die Aufmerksamkeitsökonomie bedient. Statt ihr dabei auf den Leim zu gehen. https://t.co/62KZzjkjlF",2022-12-21,lastgen,original,other,0.8554791212081909
78510,1590831442275487744,Bernd W.,"@carla_hinrichs_ @AufstandLastGen Notorische Kleinkriminelle, hoffentlich greifen hier ähnliche Festnahmen ala Bayern.",2022-11-10,lastgen,reply,other,0.8294515609741211
102046,1547926959883071488,🪖 Carlos Delgado,@AufstandLastGen Ich spende heute wieder ! Schließt euch mir an und spendet auch. Jeder Euro zählt. Du auch @RonnyKumpf wenn dir Menschen wichtig sind !,2022-07-15,lastgen,reply,other,0.9847118258476257
35423,1504801606323392516,Heron Cortizo,#International #ClimateStrike \n#FridaysForFuture\n#ClimateActionNow\n#PeaceNotWar\n------------\n#SierraLeone\n🇸🇱\n🕊 https://t.co/at0NdVu8DH,2022-03-18,fff,quote,other,0.8227570652961731
4178,1588688173143830529,Christian,"@ElliotStabler92 Warum blockieren sie nicht die Straßen, wenn die Leute \nvon der Arbeit nach Hause fahren und warum FFF, warum nicht SFF?",2022-11-05,fff,reply,other,0.9237074255943298
28095,1516227724922298372,Jim Panse,"@MatthiasBur @mayon12345 @FFF_Rostock @phoenix_de @ManuelaSchwesig @SPDMV @GrueneBundestag @GruenClaudia Ziemlich schlecht gealtert deine Tweets, ich muss schon sagen. Das war nicht so schlau, Matthias.",2022-04-19,fff,reply,other,0.5115610957145691
54802,1602935529825353728,Stefan,@AufstandLastGen Mal ne Frage: ist Sekundenkleber nicht auch ziemlich umweltschädigend?,2022-12-14,lastgen,reply,other,0.6300157904624939
82531,1589022208378032128,bin auch auf mastodon @isternst@social.techncs.de,"Judith (42, 2fache Mutter) hat am Donnerstag in München blockiert.\nNun sind sie und mind. 7 weitere #LetzteGeneration-Menschen für 4 Wochen in Gewahrsam.\n\nIhr könnt den Alarm stilllegen, die Klimakatastrophe aber nicht. Der verfassungsfeindl. Kurs der Regierung könnte alle töten! https://t.co/4Fk0GI4KFk",2022-11-05,lastgen,retweet,other,0.6988914608955383
28973,1513168520078573572,Ka Ren,"The Earth does not need more 'successful' people. The planet desperately needs More Peacemakers, Healers, Restores, storytellers and lovers of all kind. ~Dalai Lama\nBE THE CHANGE‼️\n#ClimateCrisis #FridaysForFuture #CleanEnergy #conservation #ClimateEmergency https://t.co/Eyym8tG3OQ",2022-04-10,fff,retweet,other,0.8812706470489502
112493,1515363429141434372,Niemand wirklich Niemand,https://t.co/vScGS5YoNb,2022-04-16,lastgen,original,other,0.8188149333000183
100588,1556674899305025539,Miles B. Hind | darf Libertarismus so sexy sein?,"@AndreasIsaak1 @AufstandLastGen Ist egal. Lies die Bücher von Schwab, Göpel, Habeck.\nSo-zia-lis-mus. 🤮",2022-08-08,lastgen,reply,other,0.8664282560348511
35925,1502784378631606274,Gregory Tewksbury,"We cannot deny what is happening all around with the climate, we need to stand out and take action.\n@Riseupmovt \n#fridaysforfuture https://t.co/cwnhJIWXaa",2022-03-12,fff,retweet,other,0.8015115857124329
101212,1551427148254175235,ThomasBO,"@M_Ostermann @AufstandLastGen Die Menschen haben gelinde gesagt die Nase voll von ""Einzelfällen"" beim #Polizeiproblem . Radikale und Extremisten toleriert man nämlich nicht, man bekämpft sie mit allen rechtsstaatlichen Mitteln.",2022-07-25,lastgen,retweet,other,0.6098629236221313
24673,1527628968857415683,"Morgaine DRACARYS Pen, #Solarpunk",School strike for climate. We can't adapt to loss and damage.\n#SchoolStrike4Climate #FridaysForFuture  @GretaThunberg @Riseupmovt https://t.co/TrPmI7JaTE,2022-05-20,fff,retweet,other,0.7175412178039551
31474,1507730093027770371,M.M.,"So sieht es übrigens nach einer #FridaysForFuture Demo aus, bei der gegen den Klimawandel protestiert wird\n\nGlaubwürdigkeit geht anders https://t.co/jRNoe8ERB8",2022-03-26,fff,retweet,other,0.9931833744049072
103553,1545840140173692932,Tom von Berlin 🇩🇪,@AufstandLastGen Letzte Generation so: mimimimi,2022-07-09,lastgen,reply,other,0.8720797896385193
35868,1503144920881762304,fairy,#FridaysForFuture #divest #endcoal #YouthStrike4Climate #schulstreik #VolksbegehrenArtenvielfalt #rettetdiebienen #ClimateEmergency #hambibleibt #hambi #climatechange #ActNOWForFuture #Newgreendeal #GretaThunberg #climatejustice #ClimateStrike #ExtinctionRebellion\n#AlleFuersKlima https://t.co/mwv7xmnM9L,2022-03-13,fff,quote,other,0.8594903349876404
20854,1541846741917569026,Jane Eden,#GlobalWarming #FridaysForFuture #ClimateChange #Renewables  #Greenwashing   #ClimateStrike  #ExtinctionRebellion #ClimateCrisis  #ClimateAction               \n\nYou've been fooled by Greta Thunberg: https://t.co/Aa0yXsz6jq,2022-06-28,fff,retweet,other,0.7301533818244934
27283,1518224776178847749,Krakentag,"Never forget das Joko Winterscheidt strategisch 2019 weiter war, als FFF 2 Jahre später. https://t.co/YcCSsxxIJu",2022-04-24,fff,retweet,other,0.9425380825996399
110691,1523756843239378944,Drakuleo,@satnik21 @DerCheapi @AufstandLastGen @bmel Dann sind wir schon zwei👌,2022-05-09,lastgen,reply,other,0.8782637715339661
19300,1547890509967831041,★ Neuro the Do-Nothing Bf ★,Climate strike week 204. #FridaysForFuture #ClimateStrike https://t.co/PdLoHntono,2022-07-15,fff,retweet,other,0.7681924700737
27347,1517944684760510467,B. B. Singh-Ebinger 😷,"School strike week 192. This is not a “happy earth day”. It never has been. #EarthDay has turned into an opportunity for people in power to post their “love” for the planet, while at the same time destroying it at maximum speed. #PeopleNotProfit #FridaysForFuture #ClimateStrike https://t.co/2Lv7sLEKyZ",2022-04-23,fff,retweet,other,0.6830570697784424
62957,1599742285750468609,@HeadSoccer@climatejustice.social,@SilvaAtTwitta @AufstandLastGen @SvenHillenkamp Friedmann ja. Übrigens gibt es bei LG auch Menschen die das studiert haben.,2022-12-05,lastgen,reply,other,0.9470469355583191
