,id,author.name,text,created_at,protest,tweet_type,replies,retweets,quotes,likes,predicted_label,score
85915,1588374100560707584,Ralf jetzt im Nahverkehr,#Journalismus vs. #Springerpresse\nAm Beispiel #LetzteGeneration https://t.co/BMtAAdmjmk,2022-11-04,lastgen,retweet,5,20,0,73,other,0.9651603698730469
24720,1527594425957986305,Benfumi,School strike week 196. #FridaysForFuture #ClimateStrike #PeopleNotProfit #SchoolStrike4Climate https://t.co/e0LcwCYeNJ,2022-05-20,fff,retweet,192,1189,81,6576,other,0.7875893115997314
105564,1542067127519248386,Gegenmeinung🇩🇪,"@AufstandLastGen Ich habe zuerst gelesen: ""Ein Passant hält eine Person fest und KLEBT sie gegen ein Brückengeländer.""",2022-06-29,lastgen,reply,1,0,0,6,other,0.5189826488494873
44406,1479718307162959877,M.Faiq,"@GovtofPakistan Committed To Protect Public Health, Environment From Impacts Of Chemicals: @zartajgulwazir- #UprootTheSystem #FridaysForFuture #ClimateAction #StandForPlanet #DontLookUp \n https://t.co/7Hc3wPiZsc",2022-01-08,fff,original,0,2,0,9,other,0.8141385912895203
113037,1514578617891704837,Drølli Brøntrøllet,"Wisst ihr, was mal wirklich eindrucksvoller Protest wäre? https://t.co/3oLDgIvMjA https://t.co/PaI7AdSGMM",2022-04-14,lastgen,quote,0,0,0,4,other,0.9488939046859741
9119,1573738064718995460,🌱Dorcie J Jasperse,Scenes from the #GlobalClimateStrike in New York City! Who else is marching today? #FridaysForFuture #PeopleNotProfit https://t.co/Zpu1qt7Dd4,2022-09-24,fff,retweet,48,308,11,1005,other,0.8703168630599976
378,1607731059852025857,Suki 🐝 Ban Assault Weapons,@TheRealNumber6 @RisePDX @Jackthelad1947 @seth_leitman @debraruh @charluv2011 @wernerkeil @pegb_ @SaleemulHuq @stracma @raduede @Tecgale @MarianSmedley @kirillklip @MLCzone @NPSusa @iwantmynbn @Hal_Good @OlumideIDOWU @lalitapetila @sddphoto @AdamRogers2030 @JukkaPSeppl @lillith6 @climateguyw @markburgerenerg @ineeshadvs @AmandaRay02 @StopAdaniCairns @ClayEngberg @suzlette333 @ken_crichlow @mzjacobson @ProfStrachan @01000011CS @MarcVegan @JohnRMoffitt @dannyksfun @Hazloe3 @NJdoc @a_fly_guy @suekhi @EarthAccounting @7adair @BigEers @ChristineMilne @CurieuxExplorer Finally\nWe Have Cheap #CleanEnergy + #Storage\nForget Fossil Fools It's #RenewableEnergy Now!\n\nPls RT\n\n#EnergyTransition #SDGs #Climate\n#Wind #Solar #Energy #Carbon\n#Sustainability #FridaysForFuture\n#ExtinctionRebellion #ClimateAction #GHG\n@LavaletteAstrid\n@unixdoss\n@slsandpet https://t.co/iBjQz4BapB,2022-12-27,fff,retweet,7,154,10,156,other,0.9102938771247864
32411,1507401725279289344,melissa zickler,Supporters of the @Fridays4future climate action movement in #Berlin protest during the #GlobalClimateStrike. Particular attention is being called to the Russian invasion of #Ukraine #FridaysForFuture #PeopleNotProfit More #GettyFootage 🎥 Sean Gallup ➡️ https://t.co/7PDHRAggCN https://t.co/B5FvRDkxcO,2022-03-25,fff,retweet,1,11,1,24,other,0.7156918048858643
106001,1540950203422969858,ihäddamolafrooch,Die Polizei in #Paris fackelt nicht lange. 🤗 #LetzteGeneration\n\n@PolizeiBerlin @Polizei_Ffm \n\n#LinkeBPT #GretaThunberg #Habeck #überstunden #Abtreibung #Oslo #verstehensiespaß #ukraine #219a\n\nhttps://t.co/ZCQF1Q2jrp,2022-06-26,lastgen,retweet,278,500,165,1670,other,0.7607985138893127
74646,1592971607840284672,Fibonacci,"@noleftturnonred @MrKolaros @Tschabba2 @RAPenneke @b_friederike @AufstandLastGen Das kann ich nicht beurteilen. Fakt ist nur, dass Linksextreme und Teile der Klimabewegung gemeinsame Schnittmengen haben, was die Ziele angeht.\nNicht umsonst fordert die ""Interventionistische Linke"" Solidarität mit LG und der Verfassungsschutz befürchtet eine Unterwanderung.",2022-11-16,lastgen,reply,0,0,0,1,other,0.9292105436325073
47626,1606965622805762049,Rita Schulz-Hillenbrand 🇺🇦♥️ 🇷🇺,"@AufstandLastGen @christophnebgen Na, wenn sie gut beraten wird, kann sie sich auch das Bußgeld leisten",2022-12-25,lastgen,reply,1,0,0,5,other,0.8026426434516907
107357,1539523056183435264,MrKaktus,"@SpecOps12 @FrauSensenmann @DOradeln @69cIO @traeumerle_ @AufstandLastGen Soweit ich weiß, existiert eine große Unsicherheit hinsichtlich der Kipppunkte https://t.co/LMaLh0ARSO",2022-06-22,lastgen,reply,1,0,0,0,other,0.7666438817977905
30693,1508738270460628994,Alarich,"Weiterhin behauptet FFF, sie würden nicht durch die Grünen repräsentiert. Das ist schlicht falsch, nahezu alle wichtigen Köpfe sind dort aktiv und Mitglied, von Neubauer über Blasel. \nEs ist erstaunlich, dass Journalisten des ÖRR hier nicht nachhhaken.\n\nhttps://t.co/PREYceWcOa",2022-03-29,fff,retweet,29,74,3,626,other,0.8065647482872009
98875,1563981618573987840,Michael Grosche,@AufstandLastGen Wann geht ihr nach Asien und startet Aktionen?,2022-08-28,lastgen,reply,0,0,0,4,other,0.7958570718765259
1324,1602718480817602561,Harkus Maintz,"Es ist keine neue Methode, auch bei Fridays for Future Aktivist:innen gab es bereits Durchsuchungen, etwa in Augsburg. ""Klimavorreiter"" Deutschland wird zu einem Land, in dem sich Klimaaktivist:innen nicht mehr sicher fühlen können.",2022-12-13,fff,retweet,331,304,22,3277,other,0.9809480309486389
28305,1515204857174671363,ecopolitain,"In my humble opinion, the coolest and most innovative figure from the IPCC 6th AR WGIII. Basically, it tells you what you can do on a daily based to contribute to #climatechangemitigation (besides going to Fridays for the Future). Congratulations to @efesce and all contributors! https://t.co/tL14ie91Qp",2022-04-16,fff,retweet,2,67,9,188,other,0.9186139106750488
72679,1593991980354240512,Dr. Exak,"++ Anfahrt zum Flughafen Berlin blockiert ++\n\nMehrere Fahrzeuge mit Warnblinklicht wurden immer langsamer, bis sie ganz zum Stillstand kamen. Die Zufahrt zum #BER von Berlin aus ist jetzt blockiert. \n\nDas ist erst der Anfang! https://t.co/WoHtJ3hVAZ",2022-11-19,lastgen,retweet,2387,333,212,2811,other,0.9023648500442505
99051,1563749782375514112,Josef Matthes,"@Klara_Fall1979 @AufstandLastGen @PenelopeFrankT @RaulSemmler Das gilt besonders für 0,7 % der Weltbevölkerung, die auf 98,2 % der menschengemachten CO2-Emissionen keinerlei Einfluß haben. Ihr Handeln ist klima-irrelevant.",2022-08-28,lastgen,reply,0,0,0,0,other,0.7925595045089722
10809,1573309451989405696,ZDF,"Zehntausende bei ""Fridays for Future""-Klimaprotesten: ""Loslegen und handeln"" https://t.co/t1JOSbAmLE",2022-09-23,fff,retweet,67,12,1,76,other,0.8203223943710327
33229,1507271031689551872,amiibo,@aundbunda @FFF_Frankfurt @Die_Gruenen Welche Frisur hat denn die Enkeltochter? 🧐,2022-03-25,fff,reply,0,0,0,0,other,0.838304340839386
107264,1539585984706351105,"svenjo heyne ,@svenjo@climatejustice.social","Mal wieder Polizeiliche Maßnahme, war als Pressevertreter bei einer Aktion vom @AufstandLastGen Handy beschlagnahmt brauche um weiter zu arbeiten schnell ein neues Handy wer mir helfen möchte https://t.co/G7h0jejZUy #Polizeiproblem #pressefreiheit https://t.co/WRASjn1WdH",2022-06-22,lastgen,retweet,8,38,7,71,other,0.8609324097633362
88137,1587825635099131905,Hell‘s🔥kitchen,"@TiloJung @AufstandLastGen Schmiererein, Proteste - so geht Verharmlosung 👆🏻",2022-11-02,lastgen,reply,0,0,0,1,other,0.6670867204666138
82060,1589262747057127427,drumgolf,"Hey #LetzteGeneration , so sieht ein wahrer Klimaaktivist aus.\n\nStatt auf Straßen festzukleben pflanzt er in Rekordzeit neue Bäume.\n\nWann tut ihr was wirklich sinnvolles, statt Kunst zu zerstören und den Verkehr zu behindern? https://t.co/idmsuoQt7Q",2022-11-06,lastgen,retweet,240,1316,95,4911,other,0.9441444277763367
26213,1522517811238944768,Friday for future Uttarakhand 🌲🌳,Save Our Home \n#FridaysForFuture #ClimateStrike #PeopleNotProfit https://t.co/B4r3IT5ICF,2022-05-06,fff,quote,0,1,0,1,other,0.7995843887329102
53882,1603120614692241408,Katza Hauser,Der Staat fährt schwerste Geschütze auf: Präventivhaft und jetzt 129a. Die Polizei wird zum Handlanger der Fossil- und Autofahrlobby. Schluss mit der Kriminalisierung! Volle Solidarität mit den Betroffenen! https://t.co/jGUqeyxopQ,2022-12-14,lastgen,retweet,103,245,8,1502,other,0.7295339703559875
21140,1540373187082559490,Liz Gonzalez,"Ahead of the @G7 summit, Rise up movement and Fridays For Future are having an action in front of The Bundestag. It is time for G7 leaders to show us something real, something more than words. We are tired of empty promises. #PeopleNotProfit #Riseupmovement #FridaysForFuture https://t.co/aB3Qxm8LUe",2022-06-24,fff,retweet,38,212,11,537,other,0.8969292640686035
49662,1605822850283163648,Focx,"Oh Tannenbaum, oh Tannenbaum...wo ist nur deine Spitze? Aktivisten der Gruppe ""Letzte Generation"" haben am Mittwoch die Spitze des Weihnachtsbaums am Brandenburger Tor abgesägt - und die Polizei stand einfach daneben. https://t.co/G6QcZyE4AV https://t.co/Yh5CUbZoVt",2022-12-22,lastgen,retweet,954,269,96,1416,other,0.5176912546157837
5763,1582695111061696512,Mindestens Haltbarbiß,@georgrestle @Luisamneubauer Macht mal einen Beitrag über die Nazivergangenheit von Reemtsma und den antisemitischen und antiisraelischen Auswüchsen bei Fridays for Future.,2022-10-19,fff,retweet,25,85,3,1152,other,0.8225031495094299
72132,1594561078540779520,Konrad Bartl🇩🇪,@carla_hinrichs_ @AufstandLastGen Geh arbeiten,2022-11-21,lastgen,reply,1,1,0,12,other,0.8228021264076233
27836,1517407595694239744,Katarina H,"School strike week 192. This is not a “happy earth day”. It never has been. #EarthDay has turned into an opportunity for people in power to post their “love” for the planet, while at the same time destroying it at maximum speed. #PeopleNotProfit #FridaysForFuture #ClimateStrike https://t.co/2Lv7sLEKyZ",2022-04-22,fff,retweet,408,4002,236,14062,other,0.6830570697784424
78898,1590703620571697153,Michael Korth,@csu_bt @AufstandLastGen Das sagt die CSU demnächst wenn die Landwirte mit Traktoren für ihre Anliegen protestieren und Staus verursachen ? Zeitenwende\nauch bei Euch ? Achso Argumente\ngelten dann für lkw lokführer busfahrer pilotenstreiks. Stellt euch vor eure eltfremden anträge kömen durch.,2022-11-10,lastgen,reply,1,0,0,0,other,0.8667190670967102
80361,1590087995147038721,hardwork🌄,"@MichaelMastro70 @Paolodellabona @AufstandLastGen @Bundeskanzler @Wissing @c_lindner @NancyFaeser @MarcoBuschmann Correctiv ist politisch nicht neutral und finanziell abhängig, eine Quelle mit bias welche nur in eine Stossrichtung Narrative aufbaut und Gegenarrative nicht mit gleichem Augenmass beleuchtet.",2022-11-08,lastgen,reply,0,0,0,4,other,0.9223032593727112
116457,1491528189151170566,Rainer Peter Feller,"@dannyfreymark @Berlin4F @carla_hinrichs_ @rbbabendschau @AufstandLastGen Sind Sie wirklich so beschränkt?\nMeinen Sie wirklich, dass so etwas auf Landes oder gar Kommunaler Ebene zu regeln ist und nicht etwa auf Bundesebe oder besser noch gleich für die ganze EU?\nDenken Sie auch mal über den Rad Ihrer Untertasse hinaus?",2022-02-09,lastgen,reply,2,0,0,0,other,0.939106285572052
48323,1606615109522137088,moritz 🫡,hör einfach auf dich auf die strasse zu kleben und nerv nicht rum wenn gefängnis dir nicht komfortabel genug ist was hast du erwartet https://t.co/MS4KfmVzQV,2022-12-24,lastgen,quote,3,0,0,6,other,0.817261278629303
58336,1601897393808887808,AfD Hannover,"#Mainz #LetzteGeneration #KlimaWahnJünger\n‼️Ob ""man"" daraus etwas gelernt hat?\nWie dumm muss man sein  ... Sekundenkleber mit Sand zu mischen 🤦‍♀️ https://t.co/v7gGnF9MuI",2022-12-11,lastgen,retweet,316,220,92,801,other,0.6991121768951416
33048,1507305550891081734,JollyCupOfTea 🇺🇦,#SaveThePlanet #FridaysForFuture https://t.co/2t3mj9d8X0,2022-03-25,fff,retweet,3,55,2,336,other,0.8539799451828003
71807,1594673812691636225,Larry Milton 🇪🇺 🇩🇪 🇪🇸 🇪🇭,"""es ist der Verkehrsminister, der die Klimaschutzziele nicht einhält!\ndie FDP ist nicht bereit, selber Verantwortung zu übernehmen!"" @PPinzler #annewill #letzteGeneration\n\nBuschmann u FDP nackt mit ihrer Anti-Klimaschutz-Ideologie https://t.co/VHSgvnGcBk",2022-11-21,lastgen,retweet,17,29,1,157,other,0.6215144395828247
33122,1507290276070662147,Dorcas Wakio,"Week82 #ClimateStrike🌍 in #India🇮🇳\n⚠️ #PeopleNotProfit ⚠️\n\n⌛️We are running out of time! Without ambitious action on #ClimateChange by 2022, We'll pass the tipping points for irreversible damage to our #Planet.\n\n#FridaysForFuture\n@GretaThunberg @vanessa_vash @ExtinctionR @UNFCCC https://t.co/3A8NyzyHby",2022-03-25,fff,retweet,7,63,7,99,other,0.6535574197769165
32434,1507397044838801445,rêv*҉   ..n,Who are you? Where are you applying yourself in addressing this unprecedented global challenge?\n\nLet us each stand up as we are. Where we are. Now. Today is #FridaysForFuture. \n\nThank you @GretaThunberg &amp; @azyouthclimate.\n\nhttps://t.co/Ecq9iw9SLH\n\n#FridayMotivation #FridayVibes,2022-03-25,fff,retweet,1,1,0,1,other,0.9549847841262817
247,1608760429278564353,Sensei 🔪🌩️,Climate strike week 228. The climate crisis doesn’t go on holiday. #FridaysForFuture #ClimateStrike #PeopleNotProfit https://t.co/BUwqqH7Yno,2022-12-30,fff,retweet,6113,4593,477,76093,other,0.8073009252548218
11408,1573228423438295042,The Trend Note,Happy Friday!\n\nThink of ways you can make yourself better today. \nShare with the community.\n.\n.\n.\n#FridaysForFuture #fridaymorning #thougtoftheday #ThoughtForTheDay #thoughtleadership https://t.co/xfrJ4n40pV,2022-09-23,fff,original,0,0,0,0,other,0.9565554261207581
81839,1589340394500026368,intinn gan cheangal,"@AufstandLastGen Solidarität mit #LostGeneration... naja, selbst Manson hatte seinen Fanclub...",2022-11-06,lastgen,reply,3,1,0,36,other,0.8940374851226807
1712,1600239084923850752,Sören Winter,"@FFF_Frankfurt @goetheuni @endfossil_ffm Gerade die Naturwissenschaften ermöglichen es uns, Mittel zur Bekämpfung des Klimawandels zu finden. Jeder Naturwissenschaftler und jeder Ingenieur leistet jedenfalls einen größeren Beitrag als eure Stuhlkreisdiskussionen.",2022-12-06,fff,reply,0,0,0,2,other,0.8934021592140198
42728,1484593003159302155,GANSOU Crédo Luc,Scientists have long said human caused climate change makes extreme weather nastier and more frequent this links to wild and deadly weather events.\n#UprootTheSystem \n#FridaysForFuture https://t.co/Lyg3K0U82d,2022-01-21,fff,retweet,4,83,8,340,other,0.596358597278595
118201,1488148441809231872,David Ballaschk,"@AufstandLastGen @LarsWienand Leute, auf dem Video sieht man ganz klar, dass der RTW im Verkehr feststeckt und ihr trotzdem die Straße blockiert.",2022-01-31,lastgen,reply,1,0,0,123,other,0.5472739338874817
115628,1493976367465177090,ME,@AufstandLastGen @DanniPilger @carla_hinrichs_ Ich habe @OlafScholz im Namen von euch und des Bürgerrats eine Erweiterung der Forderungen geschickt.\n1. Abschaffung der CO2 Steuer\n2. Atomkraftwerke nicht abschalten\n3. Radikale senkung der Steuern auf Benzin/Heizöl und Strom\n\nIch hoffe ihr seid damit einverstanden 😁,2022-02-16,lastgen,reply,2,8,0,180,other,0.9497224688529968
41807,1487130229864808454,Jyoti 🦜😺 WatchDominion.com 🐷🐔🐶Go Vegan🐱🐭🐰🐯🐸🐵🦁🐮🐻🦉🐴,Thx @GretaThunberg - #Vegan for #ClimateAction \n\nGo #Vegan for #Animals #health #Justice #Mercy #Pandemics #AntibioticResistance #Ethics #environment #hunger \n\n#FridaysForFuture #Cowspiracy #UprootTheSystem  #DontLookUp #CashAppFriday #TheAfterparty #FridayFeeling #FetchAppFriday https://t.co/3VtSfXxU6n,2022-01-28,fff,original,0,4,0,8,other,0.8665127158164978
47796,1606830853757321216,☥ Samael ☥,@AufstandLastGen Selbst Greta Thunberg distanziert sich von euch.\nDas sollte euch nachdenklich machen.,2022-12-25,lastgen,reply,0,0,0,0,other,0.8908393383026123
80120,1590261234493845504,Toastbrotstulle,"@AufstandLastGen Ich hoffe, dass ihr euch am Samstag, wenn überall Demos sind, genauso einsetzen werdet. \nOder bleibt ihr weiter in eurer Blase?",2022-11-09,lastgen,reply,0,0,0,2,other,0.8695257306098938
13078,1569682659693166592,Ellen1972,"Marcel Fratzscher und Volker Quaschnig auf einem Podium mit Fridays for Future. Fordern in der aktuellen Lage 100 Mrd von unserem Steuergeld fürs Klima. Mehr muss man über diese ""Experten"" nicht wissen, oder?\n\nhttps://t.co/YksLM2cZfR",2022-09-13,fff,retweet,70,133,8,736,other,0.8337370157241821
74729,1592949175494512640,@ichirou@queer.party,"Ich wurde gestern zu 40 Tagessätzen verurteilt (also mehr als einem Netto-Monatsgehalt), weil ich gut 30 Minuten auf einer Straße gesessen habe, um mit @AufstandLastGen auf die drohende #Klimakatastrophe aufmerksam zu machen.\n\nInteressante Prioritäten des Amtsgerichts Stuttgart.",2022-11-16,lastgen,retweet,3070,792,239,5445,other,0.6913375854492188
67368,1596401691712274438,AfD 💙 ישראל 🇮🇱 Komplett ungeimpft!,Die „Letzte Generation“ ist ein Fall für den Verfassungsschutz. \n\nhttps://t.co/irYviCKrgq \nhttps://t.co/RInrku2Emm,2022-11-26,lastgen,retweet,151,225,11,1396,other,0.84645676612854
71603,1594763658487336978,Franz Haid,"@AufstandLastGen Jetzt sterbt endlich aus, damit alle anderen wieder normal weiterleben können.",2022-11-21,lastgen,retweet,18,70,1,1095,other,0.8994396924972534
69939,1595833189628534786,Rauschbart,Die beiden Gehirnakrobaten von #LetzteGeneration haben sich beim Konzert in der Elbphilharmonie an die Stange des Dirigierpults geklebt. Die Stange ist aber nur gesteckt. Der Orchesterwart hat dann die Stange rausgezogen und die beiden Festgeklebten nach draußen geführt. 😂😂😂 https://t.co/eT8gAKfHvE,2022-11-24,lastgen,retweet,1110,1827,274,8778,other,0.77848881483078
105585,1542050432150896640,tregenwulf,"@AufstandLastGen Ich bezweifle immer noch, dass dieser Hebel funktioniert. Wird es eine nachträgliche Evaluation geben, die untersucht, welches Umdenken bei welcher Zielgruppe bewirkt wurde bzw. bei wem diese Aktionen möglicherweise genau das Gegenteil bewirkt haben?",2022-06-29,lastgen,reply,0,0,0,0,other,0.7669362425804138
6625,1580159236079702017,Markus der Bayer,#FFF #FridaysForFuture #Klimaschutz #Umweltverschmutzung #Dreckschweine #Umweltsau https://t.co/1PBuQD4IYf,2022-10-12,fff,quote,0,1,0,0,other,0.5015110373497009
52491,1603694520515940352,ConniBerg,@berlinerzeitung @AufstandLastGen Gauck war schon immer eine Witzfigur.,2022-12-16,lastgen,reply,0,1,0,7,other,0.7531101107597351
